Probe,chromosome,chrStart,Gene,normOrder,ID,genomeOrderNew,Search_Key,Transcript,Source_Reference_ID,RefSeq_ID,gcProbeStart,Entrez_Gene_ID
ILMN_2773073,17,12254638,PARK2,18092,21489,21489,ILMN_214251,ILMN_214251,scl0001606.1_1,NM_016694.2,2239718114,
ILMN_2773074,17,12254641,PARK2,18094,21490,21490,ILMN_214251,ILMN_214251,NM_016694.3,NM_016694.3,2239718117,50873
ILMN_2773110,9,109795038,CDC25A,6910,13700,13700,ILMN_189712,ILMN_261063,NM_007658.3,NM_007658.3,1391257459,12530
ILMN_2773113,6,72512806,CAPG,6488,8483,8483,ILMN_224008,ILMN_239891,NM_007599.3,NM_007599.3,919534958,12332
ILMN_2773153,6,106660856,IL5RA,12899,8745,8745,ILMN_224009,ILMN_228464,NM_008370.2,NM_008370.2,953683008,16192
ILMN_2773169,11,98316603,GRB7,11737,16439,16439,ILMN_224011,ILMN_247424,NM_010346.2,NM_010346.2,1634058451,14786
ILMN_2773191,8,96492013,GNAO1,11427,12197,12197,ILMN_194001,ILMN_245234,NM_010308.3,NM_010308.3,1245622755,14681
ILMN_2773201,14,51823663,EAR14,20368,19122,19122,ILMN_224013,ILMN_236171,NM_017389.2,NM_017389.2,1951918151,503847
ILMN_2773211,6,145168631,KRAS,13612,9242,9242,ILMN_216451,ILMN_243564,NM_021284.4,NM_021284.4,992190783,16653
ILMN_2773302,4,33589231,RNGTT,20469,5026,5026,ILMN_215209,ILMN_215209,NM_011884.2,NM_011884.2,572319004,24018
ILMN_2773330,1,174149551,CASQ1,6574,1252,1252,ILMN_209868,ILMN_209868,NM_009813.1,NM_009813.1,174149551,12372
ILMN_2773339,20,6655449,AKAP4,4096,24158,24158,ILMN_214500,ILMN_214500,NM_009651.3,NM_009651.3,2481721037,11643
ILMN_2773422,19,4131560,TMEM134,1209,23295,23295,ILMN_216827,ILMN_261512,NM_001078649.1,NM_001078649.1,2417809718,66990
ILMN_2773464,,,PHC1,18491,25137,25487,ILMN_216913,ILMN_216913,scl28444.18.1_1,NM_007905.1,0,
ILMN_2773467,11,101047741,LOC100044129,10210,16554,16554,ILMN_224030,ILMN_316959,XM_001478948.1,XM_001478948.1,1636789589,100044129
ILMN_2773485,6,71078621,THNSL2,5705,8443,8443,ILMN_224031,ILMN_244093,NM_178413.4,NM_178413.4,918100773,232078
ILMN_2773537,2,121189400,CKMT1,7327,2796,2796,ILMN_224037,ILMN_235471,NM_009897.2,NM_009897.2,318454832,12716
ILMN_2773540,1,95602011,THAP4,23250,696,696,ILMN_217000,ILMN_252784,NM_025920.3,NM_025920.3,95602011,67026
ILMN_2773554,,,PRDX2,19219,25488,25396,ILMN_213562,ILMN_213562,NM_011563.4,NM_011563.4,0,21672
ILMN_2773598,6,138605702,IGBP1B,12741,9192,9192,ILMN_224039,ILMN_251310,NM_015777.2,NM_015777.2,985627854,50540
ILMN_2773624,9,59412671,HEXA,12174,13256,13256,ILMN_224042,ILMN_232322,NM_010421.4,NM_010421.4,1340875092,15211
ILMN_2773633,17,25459479,LOC100047285,13070,21711,21711,ILMN_224043,ILMN_320974,XM_001477507.1,XM_001477507.1,2252922955,100047285
ILMN_2773699,8,27055149,HGSNAT,8593,11659,11659,ILMN_224046,ILMN_252526,NM_029884.1,NM_029884.1,1176185891,52120
ILMN_2773741,20,34428562,9430034D17RIK,2953,24324,24324,ILMN_210314,ILMN_210314,scl0077286.1_137,NM_029891.1,2509494150,
ILMN_2773758,2,86226479,OLFR1058,16689,2286,2286,ILMN_224051,ILMN_224051,scl0258386.1_35,,283491911,
ILMN_2773789,8,108227245,PARD6A,18088,12323,12323,ILMN_217369,ILMN_246297,NM_019695.2,NM_019695.2,1257357987,56513
ILMN_2773800,5,130114013,MMP17,15206,7572,7572,ILMN_224054,ILMN_224430,NM_011846.4,NM_011846.4,824501906,23948
ILMN_2773817,8,72351731,LPAR2,9588,11882,11882,ILMN_215567,ILMN_215567,NM_020028.3,NM_020028.3,1221482473,53978
ILMN_2773835,,,LOC670044,21917,25631,25631,ILMN_224057,ILMN_230029,XM_978692.1,XM_978692.1,0,670044
ILMN_2773862,2,25111717,C730025P13RIK,6316,1621,1621,ILMN_217462,ILMN_241553,NM_177344.3,NM_177344.3,222377149,227615
ILMN_2773879,1,37425133,INPP4A,12968,183,183,ILMN_214276,ILMN_214276,NM_030266.2,NM_030266.2,37425133,269180
ILMN_2773880,7,73219361,LOC100047155,22043,10277,10277,ILMN_221233,ILMN_316151,XM_001477537.1,XM_001477537.1,1069808550,100047155
ILMN_2773918,11,85654398,TBX2,22979,16205,16205,ILMN_217572,ILMN_250563,NM_009324.2,NM_009324.2,1621396246,21385
ILMN_2773921,11,96137071,HOXB9,12419,16355,16355,ILMN_224060,ILMN_231419,NM_008270.2,NM_008270.2,1631878919,15417
ILMN_2773964,15,31371053,ROPN1L,20501,19753,19753,ILMN_224063,ILMN_230697,NM_145852.2,NM_145852.2,2056765405,252967
ILMN_2774049,9,102635041,AMOTL2,4248,13555,13555,ILMN_217729,ILMN_232028,NM_019764.2,NM_019764.2,1384097462,56332
ILMN_2774056,5,114063418,CMKLR1,7478,7285,7285,ILMN_217733,ILMN_233212,NM_008153.2,NM_008153.2,808451311,14747
ILMN_2774140,17,13110693,TCP1,23090,21507,21507,ILMN_216953,ILMN_216953,NM_013686.3,NM_013686.3,2240574169,21454
ILMN_2774160,1,195048156,HSD11B1,12511,1444,1444,ILMN_214836,ILMN_214836,scl000857.1_11,NM_008288.1,195048156,
ILMN_2774163,15,77789492,EIF3D,9824,20104,20104,ILMN_224067,ILMN_251626,NM_018749.2,NM_018749.2,2103183844,55944
ILMN_2774210,3,93433283,EG433623,23115,4234,4234,ILMN_224071,ILMN_316573,XR_035583.1,XR_035583.1,472558273,433623
ILMN_2774267,2,150658670,ABHD12,2702,3110,3110,ILMN_218100,ILMN_229468,NM_024465.2,NM_024465.2,347924102,76192
ILMN_2774281,2,84651477,SMTNL1,222,2222,2222,ILMN_224074,ILMN_245546,NM_024230.2,NM_024230.2,281916909,68678
ILMN_2774315,10,61301256,COL13A1,7594,14197,14197,ILMN_224075,ILMN_238006,NM_007731.2,NM_007731.2,1466879849,12817
ILMN_2774319,8,125932389,MC1R,14844,12580,12580,ILMN_224076,ILMN_235788,NM_008559.2,NM_008559.2,1275063131,17199
ILMN_2774340,19,34723914,IFIT1,12681,23840,23840,ILMN_224078,ILMN_224078,scl53191.3_226,,2448402072,
ILMN_2774370,5,97209076,FRAS1,10732,7102,7102,ILMN_221846,ILMN_221846,NM_175473.3,NM_175473.3,791596969,231470
ILMN_2774388,8,19052906,DEFB39,8848,11554,11554,ILMN_218357,ILMN_241555,NM_183038.2,NM_183038.2,1168183648,360214
ILMN_2774435,2,154697995,EIF2S2,9806,3226,3226,ILMN_210335,ILMN_210335,NM_026030.2,NM_026030.2,351963427,67204
ILMN_2774456,8,97378197,COQ9,1024,12226,12226,ILMN_224083,ILMN_239129,NM_026452.2,NM_026452.2,1246508939,67914
ILMN_2774486,9,50341374,BCDO2,5801,13139,13139,ILMN_218506,ILMN_236037,NM_133217.2,NM_133217.2,1331803795,170752
ILMN_2774563,,,MUG4,15607,25146,25496,ILMN_217460,ILMN_317028,XR_035729.1,XR_035729.1,0,434083
ILMN_2774640,7,87600104,BLM,5934,10378,10378,ILMN_191778,ILMN_238545,NM_007550.3,NM_007550.3,1084189293,12144
ILMN_2774654,7,110097917,OLFR574,17427,10644,10644,ILMN_218713,ILMN_232173,NM_146360.2,NM_146360.2,1106687106,258357
ILMN_2774662,8,93636436,RBL2,20021,12173,12173,ILMN_221358,ILMN_221358,scl33521.22_145,,1242767178,
ILMN_2774690,,,LOC677317,15247,25278,25186,ILMN_191861,ILMN_240802,XM_001004685.1,XM_001004685.1,0,677317
ILMN_2774701,11,95909879,UBE2Z,8356,16351,16351,ILMN_216091,ILMN_216091,NM_172300.3,NM_172300.3,1631651727,268470
ILMN_2774722,18,3516170,BAMBI,5288,22638,22638,ILMN_224098,ILMN_235902,NM_026505.2,NM_026505.2,2326357297,68010
ILMN_2774802,6,142350104,GOLT1B,1163,9214,9214,ILMN_187547,ILMN_233589,NM_025872.4,NM_025872.4,989372256,66964
ILMN_2774803,11,83892978,TADA2L,22833,16186,16186,ILMN_218899,ILMN_218899,NM_172562.3,NM_172562.3,1619634826,217031
ILMN_2774825,11,55314175,G3BP1,10861,15510,15510,ILMN_186660,ILMN_260605,NM_013716.2,NM_013716.2,1591056023,27041
ILMN_2774896,,,LOC671453,9238,25632,25632,ILMN_224107,ILMN_233605,XR_003429.1,XR_003429.1,0,671453
ILMN_2774910,2,35905981,LHX6,13860,1914,1914,ILMN_213675,ILMN_213675,NM_008500.1,NM_008500.1,233171413,16874
ILMN_2774916,2,120000015,PLA2G4E,1081,2767,2767,ILMN_194193,ILMN_225260,NM_177845.4,NM_177845.4,317265447,329502
ILMN_2774950,16,17899948,STK22B,22556,20824,20824,ILMN_224110,ILMN_224110,scl022115.1_229,,2146894274,
ILMN_2774992,10,126766951,GLI1,11231,14828,14828,ILMN_224112,ILMN_238633,NM_010296.2,NM_010296.2,1532345544,14632
ILMN_2775005,7,28066729,NUMBL,16490,9736,9736,ILMN_219013,ILMN_219013,NM_010950.2,NM_010950.2,1024655918,18223
ILMN_2775130,3,31017639,SKIL,21439,3729,3729,ILMN_224119,ILMN_258902,NM_011386.2,NM_011386.2,410142629,20482
ILMN_2775190,2,86262888,OLFR1062,16692,2289,2289,ILMN_224123,ILMN_257869,NM_147078.2,NM_147078.2,283528320,259082
ILMN_2775202,4,33099958,RRAGD,20652,5016,5016,ILMN_224125,ILMN_224125,scl052187.5_16,,571829731,
ILMN_2775213,5,116892831,1500001A10RIK,402,7368,7368,ILMN_222593,ILMN_222593,scl0068955.1_148,NM_026886.1,811280724,
ILMN_2775300,11,119952424,2410002I01RIK,1213,16948,16948,ILMN_224129,ILMN_254111,NM_183137.2,NM_183137.2,1655694272,78777
ILMN_2775307,1,154970820,LAMC2,13716,1021,1021,ILMN_210712,ILMN_210712,NM_008485.3,NM_008485.3,154970820,16782
ILMN_2775338,20,36312685,6030498E09RIK,2642,24360,24360,ILMN_219713,ILMN_244534,NM_183126.2,NM_183126.2,2511378273,77883
ILMN_2775402,1,137268119,SHISA4,2917,922,922,ILMN_224135,ILMN_230526,NM_175259.4,NM_175259.4,137268119,77552
ILMN_2775450,2,113671863,LOC100043526,2737,2695,2695,ILMN_222270,ILMN_312321,XM_001480156.1,XM_001480156.1,310937295,100043526
ILMN_2775547,11,93984587,SPAG9,22201,16296,16296,ILMN_209773,ILMN_258169,NM_001025429.1,NM_001025429.1,1629726435,70834
ILMN_2775600,4,147222401,MGC67181,15059,6256,6256,ILMN_209085,ILMN_209085,scl00242747.1_237,NM_198619.1,685952174,
ILMN_2775655,11,88696454,AKAP1,4084,16265,16265,ILMN_186347,ILMN_234975,NM_001042541.1,NM_001042541.1,1624438302,11640
ILMN_2775678,14,34760082,GDF2,11095,18974,18974,ILMN_224151,ILMN_257995,NM_019506.4,NM_019506.4,1934854570,12165
ILMN_2775695,2,154370750,NECAB3,4450,3218,3218,ILMN_224152,ILMN_252248,NM_021546.3,NM_021546.3,351636182,56846
ILMN_2775723,10,21115728,ALDH8A1,4168,13953,13953,ILMN_213533,ILMN_241923,NM_178713.4,NM_178713.4,1426694321,237320
ILMN_2775751,7,31512808,TMEM147,2446,9885,9885,ILMN_193220,ILMN_254113,NM_027215.2,NM_027215.2,1028101997,69804
ILMN_2775763,6,60347017,A530053G22RIK,3183,8413,8413,ILMN_220342,ILMN_324748,XR_035378.1,XR_035378.1,907369169,208079
ILMN_2775778,9,55906114,RCN2,20109,13200,13200,ILMN_224158,ILMN_245956,NM_011992.2,NM_011992.2,1337368535,26611
ILMN_2775788,17,37988419,OLFR126,16852,22168,22168,ILMN_215022,ILMN_215022,scl00258892.1_319,NM_146890.1,2265451895,
ILMN_2775813,1,172804349,DUSP12,9348,1191,1191,ILMN_224161,ILMN_257604,NM_023173.2,NM_023173.2,172804349,80915
ILMN_2775891,3,90291723,ILF2,12915,4166,4166,ILMN_224168,ILMN_241570,NM_026374.3,NM_026374.3,469416713,67781
ILMN_2775910,2,85727613,OLFR1023,16657,2257,2257,ILMN_224169,ILMN_226023,NM_146587.2,NM_146587.2,282993045,258580
ILMN_2775962,15,91687020,SMGC,1049,20381,20381,ILMN_210125,ILMN_244638,XM_001003990.1,XM_001003990.1,2117081372,223809
ILMN_2776007,,,CALCR,6436,25633,25633,ILMN_224173,ILMN_224173,scl29325.17.1_48,,0,
ILMN_2776025,2,151386408,FKBP1A,10564,3116,3116,ILMN_192281,ILMN_242352,NM_008019.2,NM_008019.2,348651840,14225
ILMN_2776034,19,3409999,GAL,10946,23259,23259,ILMN_224175,ILMN_242783,NM_010253.3,NM_010253.3,2417088157,14419
ILMN_2776056,10,120847615,RASSF3,19996,14780,14780,ILMN_224177,ILMN_242028,NM_138956.3,NM_138956.3,1526426208,192678
ILMN_2776103,8,58604050,GLRA3,11247,11825,11825,ILMN_224181,ILMN_249889,NM_080438.2,NM_080438.2,1207734792,110304
ILMN_2776139,,,2210010B09RIK,954,25634,25634,ILMN_224183,ILMN_224183,scl37245.7_152,,0,
ILMN_2776140,2,25563109,BMYC,5979,1651,1651,ILMN_220847,ILMN_230038,NM_023326.2,NM_023326.2,222828541,107771
ILMN_2776153,15,98143350,OLFR285,17161,20439,20439,ILMN_224184,ILMN_253837,NM_001011778.1,NM_001011778.1,2123537702,257943
ILMN_2776187,18,77891908,8030462N17RIK,2787,23189,23189,ILMN_220381,ILMN_220381,NM_178670.3,NM_178670.3,2400733035,212163
ILMN_2776230,10,77079042,SUMO3,22668,14322,14322,ILMN_215684,ILMN_215684,scl0020610.2_127,NM_019929.1,1482657635,
ILMN_2776231,10,77079044,SUMO3,22669,14323,14323,ILMN_215684,ILMN_215684,NM_019929.3,NM_019929.3,1482657637,20610
ILMN_2776237,18,62624132,HTR4,12594,23084,23084,ILMN_187054,ILMN_187054,scl51877.8.1_49,,2385465259,
ILMN_2776242,14,51815268,ANG2,4274,19121,19121,ILMN_224186,ILMN_240691,NM_007449.2,NM_007449.2,1951909756,11731
ILMN_2776271,8,13077955,A730042J05RIK,3241,11504,11504,ILMN_224188,ILMN_224188,scl35084.16.1_17,,1162208697,
ILMN_2776361,7,17621170,LOC100047163,12203,9511,9511,ILMN_221149,ILMN_325564,XR_033175.1,XR_033175.1,1014210359,100047163
ILMN_2776377,19,60914665,SFXN4,21255,24138,24138,ILMN_223846,ILMN_241157,NM_053198.2,NM_053198.2,2474592823,94281
ILMN_2776391,10,21088283,HBS1L,12068,13949,13949,ILMN_210537,ILMN_210537,NM_019702.2,NM_019702.2,1426666876,56422
ILMN_2776413,9,56910179,PTPN9,19616,13211,13211,ILMN_221262,ILMN_230596,NM_019651.2,NM_019651.2,1338372600,56294
ILMN_2776431,4,136452139,C1QA,6179,6122,6122,ILMN_224197,ILMN_230763,NM_007572.2,NM_007572.2,675181912,12259
ILMN_2776458,7,53139038,KDELR1,13373,10167,10167,ILMN_224198,ILMN_262049,NM_133950.2,NM_133950.2,1049728227,68137
ILMN_2776485,2,93675795,ACCS,1455,2544,2544,ILMN_224201,ILMN_248953,NM_183220.2,NM_183220.2,290941227,329470
ILMN_2776552,20,50373520,HPRT1,12454,24427,24427,ILMN_210441,ILMN_210441,NM_013556.2,NM_013556.2,2525439108,15452
ILMN_2776561,5,11922558,LOC545732,22236,6505,6505,ILMN_224205,ILMN_238482,XR_001623.1,XR_001623.1,706310451,545732
ILMN_2776578,11,77281311,CORO6,7722,16022,16022,ILMN_224206,ILMN_232760,NM_139130.2,NM_139130.2,1613023159,216961
ILMN_2776603,11,83388380,CCL9,6713,16172,16172,ILMN_221458,ILMN_234609,NM_011338.2,NM_011338.2,1619130228,20308
ILMN_2776619,19,5758282,LTBP3,14475,23405,23405,ILMN_194269,ILMN_237951,NM_008520.2,NM_008520.2,2419436440,16998
ILMN_2776681,1,94804345,DUSP28,89,669,669,ILMN_194314,ILMN_249135,NM_175118.3,NM_175118.3,94804345,67446
ILMN_2776687,2,24149272,IL1F10,12846,1583,1583,ILMN_224213,ILMN_241733,NM_153077.2,NM_153077.2,221414704,215274
ILMN_2776700,4,9464844,ASPH,4805,4926,4926,ILMN_209310,ILMN_209310,NM_023066.2,NM_023066.2,548194617,65973
ILMN_2776710,14,49817856,9.33E+12,3291,19060,19060,ILMN_224214,ILMN_249201,XM_988947.1,XM_988947.1,1949912344,328399
ILMN_2776764,2,154519835,CHMP4B,903,3222,3222,ILMN_210939,ILMN_210939,NM_029362.3,NM_029362.3,351785267,75608
ILMN_2776876,18,24665352,RPRD1A,5481,22757,22757,ILMN_224222,ILMN_239185,NM_144861.2,NM_144861.2,2347506479,225283
ILMN_2776899,5,108862760,ATP5K,4911,7212,7212,ILMN_224224,ILMN_224224,scl011958.2_29,,803250653,
ILMN_2776909,8,94322816,IRX3,13053,12177,12177,ILMN_224225,ILMN_224225,scl34499.5.1_0,,1243453558,
ILMN_2776910,1,55188134,MOBKL3,19233,296,296,ILMN_209427,ILMN_209427,NM_025283.3,NM_025283.3,55188134,19070
ILMN_2776911,1,55188134,PREI3,19235,297,297,ILMN_209427,ILMN_209427,scl0019070.1_134,NM_025283.2,55188134,
ILMN_2776931,3,113769406,COL11A1,7589,4590,4590,ILMN_210481,ILMN_210481,NM_007729.2,NM_007729.2,492894396,12814
ILMN_2776952,14,51546299,TMEM55B,4466,19104,19104,ILMN_221957,ILMN_253733,NM_001033271.3,NM_001033271.3,1951640787,219024
ILMN_2776969,6,136911894,PDE6H,18317,9180,9180,ILMN_221991,ILMN_236270,NM_023898.4,NM_023898.4,983934046,78600
ILMN_2777013,7,52875037,FUT1,10803,10146,10146,ILMN_222064,ILMN_222064,scl014343.2_310,NM_008051.1,1049464226,
ILMN_2777019,2,172818972,SPO11,22298,3517,3517,ILMN_216396,ILMN_216396,NM_012046.2,NM_012046.2,370084404,26972
ILMN_2777069,2,87814146,OLFR74,17579,2356,2356,ILMN_224235,ILMN_245954,NM_054091.2,NM_054091.2,285079578,117005
ILMN_2777104,7,129222213,UBFD1,8578,11036,11036,ILMN_222146,ILMN_256119,NM_138589.2,NM_138589.2,1125811402,28018
ILMN_2777208,15,81237571,DNAJB7,9092,20209,20209,ILMN_224240,ILMN_258868,NM_021317.2,NM_021317.2,2106631923,57755
ILMN_2777217,14,76102310,COG3,7581,19497,19497,ILMN_224241,ILMN_224241,scl45300.23_484,,1976196798,
ILMN_2777226,1,135255937,REN1,20155,878,878,ILMN_195039,ILMN_242576,NM_031192.2,NM_031192.2,135255937,19701
ILMN_2777282,19,9052608,EEF1G,9621,23525,23525,ILMN_222483,ILMN_232772,NM_026007.4,NM_026007.4,2422730766,67160
ILMN_2777284,13,74309594,EXOC3,21006,18500,18500,ILMN_224248,ILMN_245995,NM_177333.3,NM_177333.3,1853459828,211446
ILMN_2777363,2,129873440,TGM3,23234,2924,2924,ILMN_224254,ILMN_252846,NM_009374.2,NM_009374.2,327138872,21818
ILMN_2777416,14,55528598,SLC22A17,21557,19198,19198,ILMN_222232,ILMN_222232,NM_021551.3,NM_021551.3,1955623086,59049
ILMN_2777454,12,45725617,STXBP6,22630,17233,17233,ILMN_224257,ILMN_226690,NM_144552.2,NM_144552.2,1703481321,217517
ILMN_2777471,17,35638924,H2-T23,12005,22057,22057,ILMN_196750,ILMN_196750,NM_010398.1,NM_010398.1,2263102400,15040
ILMN_2777493,12,105091869,SERPINA1A,21113,17655,17655,ILMN_224247,ILMN_230055,NM_009243.3,NM_009243.3,1762847573,20700
ILMN_2777498,2,129190730,IL1B,12845,2913,2913,ILMN_224260,ILMN_224260,scl18674.7.1_35,,326456162,
ILMN_2777543,1,34365416,DST,9308,143,143,ILMN_220387,ILMN_211736,NM_134448.2,NM_134448.2,34365416,13518
ILMN_2777576,4,95712184,CYP2J13,8242,5457,5457,ILMN_222856,ILMN_228237,NM_145548.4,NM_145548.4,634441957,230459
ILMN_2777591,7,121408150,PSMA1,19464,10941,10941,ILMN_223925,ILMN_247860,NM_011965.2,NM_011965.2,1117997339,26440
ILMN_2777598,8,73898353,NR2F6,16340,11949,11949,ILMN_208967,ILMN_208967,NM_010150.2,NM_010150.2,1223029095,13864
ILMN_2777655,19,4114475,AIP,4055,23294,23294,ILMN_224270,ILMN_258049,NM_016666.2,NM_016666.2,2417792633,11632
ILMN_2777744,13,64287544,HABP4,12020,18432,18432,ILMN_195647,ILMN_195647,scl056541.13_2,,1843437778,
ILMN_2777804,15,96232644,ARID2,4619,20409,20409,ILMN_212010,ILMN_212010,NM_175251.2,NM_175251.2,2121626996,77044
ILMN_2777879,7,150607419,LOC100044122,13333,11389,11389,ILMN_188597,ILMN_313286,XM_001474594.1,XM_001474594.1,1147196608,100044122
ILMN_2778094,7,148404285,RASSF7,1202,11335,11335,ILMN_217400,ILMN_217400,NM_025886.3,NM_025886.3,1144993474,66985
ILMN_2778111,11,101631422,ETV4,10151,16588,16588,ILMN_224294,ILMN_260771,NM_008815.2,NM_008815.2,1637373270,18612
ILMN_2778112,5,103355095,MAPK10,14697,7147,7147,ILMN_224295,ILMN_230857,NM_009158.2,NM_009158.2,797742988,26414
ILMN_2778195,12,71120082,NIN,16107,17332,17332,ILMN_196218,ILMN_234552,NM_008697.2,NM_008697.2,1728875786,18080
ILMN_2778279,7,19888316,FOSB,10651,9566,9566,ILMN_192812,ILMN_236395,NM_008036.2,NM_008036.2,1016477505,14282
ILMN_2778293,16,19566364,OLFR169,17100,20861,20861,ILMN_220425,ILMN_242208,NM_001011855.1,NM_001011855.1,2148560690,258158
ILMN_2778409,11,4382684,MTMR3,15565,15040,15040,ILMN_213906,ILMN_213906,NM_028860.1,NM_028860.1,1540124532,74302
ILMN_2778428,17,23805781,THOC6,23275,21599,21599,ILMN_235590,ILMN_235590,NM_001008425.1,NM_001008425.1,2251269257,386612
ILMN_2778438,1,70931669,A830006F12RIK,3247,427,427,ILMN_254276,ILMN_254276,NM_177164.3,NM_177164.3,70931669,320460
ILMN_2778530,9,20696109,PPAN,19029,12767,12767,ILMN_249668,ILMN_249668,NM_145610.1,NM_145610.1,1302158530,235036
ILMN_2778555,11,78018568,LOC192758,13970,16053,16053,ILMN_237015,ILMN_237015,NM_001045516.1,NM_001045516.1,1613760416,192758
ILMN_2778655,3,115813464,VCAM1,24768,4600,4600,ILMN_188274,ILMN_188274,NM_011693.2,NM_011693.2,494938454,22329
ILMN_2778712,7,15251122,EG194588,15040,9458,9458,ILMN_243333,ILMN_243333,NM_001038676.1,NM_001038676.1,1011840311,194588
ILMN_2778722,7,136534560,PPAPDC1A,19037,11178,11178,ILMN_250830,ILMN_250830,NM_001080963.1,NM_001080963.1,1133123749,381925
ILMN_2778751,18,74519222,CCDC11,6646,23166,23166,ILMN_235407,ILMN_235407,NM_028948.1,NM_028948.1,2397360349,74453
ILMN_2778789,4,102643594,SGIP1,21268,5507,5507,ILMN_233848,ILMN_233848,NM_144906.1,NM_144906.1,641373367,73094
ILMN_2778799,8,75152474,2510049I19RIK,1338,11997,11997,ILMN_223638,ILMN_223638,NM_026455.2,NM_026455.2,1224283216,67922
ILMN_2778812,15,77825738,CACNG2,6409,20105,20105,ILMN_235033,ILMN_235033,NM_007583.1,NM_007583.1,2103220090,12300
ILMN_2778872,6,66470148,MAD2L1,14563,8425,8425,ILMN_236446,ILMN_236446,NM_019499.2,NM_019499.2,913492300,56150
ILMN_2778961,20,72519884,LOC238829,14057,24586,24586,ILMN_255176,ILMN_255176,NM_001013760.1,NM_001013760.1,2547585472,238829
ILMN_2779272,11,58630583,OLFR313,17200,15555,15555,ILMN_241112,ILMN_241112,NM_146536.1,NM_146536.1,1594372431,258529
ILMN_2779592,10,111620481,CAPS2,6508,14697,14697,ILMN_211947,ILMN_211947,NM_178278.2,NM_178278.2,1517199074,353025
ILMN_2779636,14,51216203,5730589K01RIK,2566,19090,19090,ILMN_239631,ILMN_239631,NM_023434.1,NM_023434.1,1951310691,268741
ILMN_2779647,20,111022738,EG237009,9664,24784,24784,ILMN_241004,ILMN_241004,NM_207241.1,NM_207241.1,2586088326,237009
ILMN_2779654,17,34500372,BTNL2,6099,21957,21957,ILMN_244483,ILMN_244483,NM_079835.1,NM_079835.1,2261963848,547431
ILMN_2779703,7,19939697,ERCC1,10069,9567,9567,ILMN_222644,ILMN_222644,NM_007948.1,NM_007948.1,1016528886,13870
ILMN_2779746,1,184062267,SRP9,22390,1362,1362,ILMN_213903,ILMN_213903,NM_012058.2,NM_012058.2,184062267,27058
ILMN_2779858,3,90614413,S100A14,20753,4184,4184,ILMN_252765,ILMN_252765,NM_025393.1,NM_025393.1,469739403,66166
ILMN_2779913,5,147828980,LNX2,13966,7921,7921,ILMN_209763,ILMN_209763,NM_080795.3,NM_080795.3,842216873,140887
ILMN_2780022,3,117392051,4833424O15RIK,1943,4618,4618,ILMN_240245,ILMN_240245,NM_029425.1,NM_029425.1,496517041,75769
ILMN_2780088,2,104481212,TCP11L1,23094,2601,2601,ILMN_221590,ILMN_221590,NM_177190.2,NM_177190.2,301746644,320554
ILMN_2780125,11,49793172,RASGEF1C,19972,15383,15383,ILMN_242999,ILMN_242999,NM_029004.1,NM_029004.1,1585535020,74563
ILMN_2780177,2,127429491,MRPS5,15452,2890,2890,ILMN_244624,ILMN_244624,NM_029963.2,NM_029963.2,324694923,77721
ILMN_2780186,7,68493368,EG384639,9687,10253,10253,ILMN_255002,ILMN_255002,NM_001013781.1,NM_001013781.1,1065082557,384639
ILMN_2780205,18,35414205,CTNNA1,8039,22833,22833,ILMN_213176,ILMN_213176,NM_009818.1,NM_009818.1,2358255332,12385
ILMN_2780247,17,35341494,LTA,14457,22046,22046,ILMN_220139,ILMN_220139,NM_010735.1,NM_010735.1,2262804970,16992
ILMN_2780280,7,51034369,KLK11,13522,10039,10039,ILMN_220171,ILMN_220171,NM_019974.1,NM_019974.1,1047623558,56538
ILMN_2780286,17,28298412,SCUBE3,20924,21791,21791,ILMN_249967,ILMN_249967,NM_001004366.1,NM_001004366.1,2255761888,268935
ILMN_2780316,1,137079323,RNPEP,20477,917,917,ILMN_247269,ILMN_247269,NM_145417.1,NM_145417.1,137079323,215615
ILMN_2780322,14,29403440,TKT,23369,18889,18889,ILMN_210657,ILMN_210657,NM_009388.2,NM_009388.2,1929497928,21881
ILMN_2780323,14,29403288,TKT,23367,18888,18888,ILMN_210657,ILMN_210657,NM_009388.2,NM_009388.2,1929497776,21881
ILMN_2780352,8,3153646,D630014A15RIK,8542,11426,11426,ILMN_234807,ILMN_234807,NM_001033381.1,NM_001033381.1,1152284388,319666
ILMN_2780362,20,33582253,AKAP14,4090,24315,24315,ILMN_241953,ILMN_241953,NM_001033785.1,NM_001033785.1,2508647841,434756
ILMN_2780392,14,55341640,SLC7A8,21836,19189,19189,ILMN_209055,ILMN_209055,NM_016972.2,NM_016972.2,1955436128,50934
ILMN_2780420,9,43919626,RNF26,20442,13045,13045,ILMN_237231,ILMN_237231,NM_153762.3,NM_153762.3,1325382047,213211
ILMN_2780424,12,81026793,ZFP36L1,25432,17430,17430,ILMN_185448,ILMN_185448,NM_007564.2,NM_007564.2,1738782497,12192
ILMN_2780454,4,128653377,S100PBP,20764,5924,5924,ILMN_251896,ILMN_251896,NM_029036.1,NM_029036.1,667383150,74648
ILMN_2780472,2,87708960,OLFR1152,16756,2350,2350,ILMN_225326,ILMN_225326,NM_001011834.1,NM_001011834.1,284974392,258103
